,Ho Chi Minh,Ho Chi Minh,Ho Chi Minh,Ho Chi Minh
2019-07-18 07:00:00,25.47,1005.9,6.79,212.01
2019-07-18 08:00:00,26.42,1006.5,10.01,217.69
2019-07-18 09:00:00,27.16,1006.4,11.25,219.81
2019-07-18 10:00:00,27.6,1006.1,11.53,218.66
2019-07-18 11:00:00,27.82,1005.6,10.8,216.87
2019-07-18 12:00:00,27.73,1005.3,11.59,216.16
2019-07-18 13:00:00,27.69,1005.1,12.18,214.16
2019-07-18 14:00:00,27.6,1004.6,12.78,212.35
2019-07-18 15:00:00,27.43,1004.2,13.48,214.11
2019-07-18 16:00:00,27.29,1003.8,13.55,219.61
2019-07-18 17:00:00,27.51,1004.4,12.98,226.12
2019-07-18 18:00:00,26.83,1005.3,10.51,231.95
2019-07-18 19:00:00,26.21,1006.1,7.49,215.22
2019-07-18 20:00:00,25.98,1006.9,6.3,210.96
2019-07-18 21:00:00,25.81,1006.8,5.48,203.2
2019-07-18 22:00:00,25.61,1006.9,5.69,198.43
2019-07-18 23:00:00,25.47,1006.9,5.69,198.43
2019-07-19 00:00:00,25.33,1006.9,5.69,198.43
2019-07-19 01:00:00,25.2,1006.6,5.35,199.65
2019-07-19 02:00:00,25.1,1005.5,5.24,195.95
2019-07-19 03:00:00,25.08,1005.2,4.8,192.99
2019-07-19 04:00:00,24.78,1005.1,3.98,185.19
2019-07-19 05:00:00,24.61,1005.6,3.96,180.0
2019-07-19 06:00:00,24.71,1006.3,3.62,185.71
2019-07-19 07:00:00,26.26,1006.7,6.12,208.07
2019-07-19 08:00:00,26.85,1007.0,8.67,221.63
2019-07-19 09:00:00,28.69,1007.1,11.25,219.81
2019-07-19 10:00:00,28.13,1007.1,13.0,221.63
2019-07-19 11:00:00,28.24,1006.8,12.26,220.24
2019-07-19 12:00:00,28.15,1006.2,12.1,216.53
2019-07-19 13:00:00,28.02,1005.8,11.49,212.2
2019-07-19 14:00:00,27.89,1005.2,11.44,208.18
2019-07-19 15:00:00,27.77,1005.1,10.63,208.3
2019-07-19 16:00:00,27.55,1004.9,10.14,207.47
2019-07-19 17:00:00,27.59,1004.9,10.14,207.47
2019-07-19 18:00:00,26.99,1006.3,6.99,214.51
2019-07-19 19:00:00,27.55,1007.3,4.9,216.03
2019-07-19 20:00:00,27.38,1007.8,3.4,212.01
2019-07-19 21:00:00,27.02,1007.9,3.22,206.57
2019-07-19 22:00:00,26.64,1008.1,3.42,198.43
2019-07-19 23:00:00,26.27,1008.0,4.21,199.98
2019-07-20 00:00:00,25.86,1007.4,5.15,204.78
2019-07-20 01:00:00,25.4,1007.3,5.35,199.65
2019-07-20 02:00:00,24.94,1005.9,5.69,198.43
2019-07-20 03:00:00,24.63,1005.9,5.94,194.04
2019-07-20 04:00:00,24.39,1006.2,5.59,194.93
2019-07-20 05:00:00,24.27,1006.6,5.51,191.31
2019-07-20 06:00:00,24.46,1007.3,4.69,184.4
2019-07-20 07:00:00,26.34,1007.6,7.17,197.53
2019-07-20 08:00:00,27.08,1008.1,10.63,208.3
2019-07-20 09:00:00,27.59,1008.5,11.18,213.18
2019-07-20 10:00:00,27.77,1008.2,10.69,212.62
2019-07-20 11:00:00,28.23,1007.8,10.38,213.69
2019-07-20 12:00:00,28.35,1006.8,10.19,212.01
2019-07-20 13:00:00,28.36,1006.3,11.27,206.57
2019-07-20 14:00:00,28.43,1005.9,11.27,206.57
2019-07-20 15:00:00,28.29,1005.8,10.64,203.96
2019-07-20 16:00:00,28.07,1005.5,10.16,202.93
2019-07-20 17:00:00,27.82,1005.6,8.56,202.25
2019-07-20 18:00:00,27.66,1006.6,7.17,197.53
2019-07-20 19:00:00,27.84,1007.2,6.48,180.0
2019-07-20 20:00:00,27.54,1007.9,5.76,180.0
2019-07-20 21:00:00,27.19,1008.5,5.41,176.19
2019-07-20 22:00:00,26.76,1008.9,5.45,172.41
2019-07-20 23:00:00,26.34,1008.4,5.51,168.69
2019-07-21 00:00:00,25.98,1008.1,4.9,162.9
2019-07-21 01:00:00,25.68,1008.1,5.35,160.35
2019-07-21 02:00:00,25.34,1007.1,5.48,156.8
2019-07-21 03:00:00,25.13,1007.1,4.45,165.96
2019-07-21 04:00:00,25.01,1007.3,3.67,168.69
2019-07-21 05:00:00,24.91,1007.2,3.08,159.44
2019-07-21 06:00:00,24.91,1007.9,2.9,150.26
2019-07-21 07:00:00,26.64,1008.1,4.38,189.46
2019-07-21 08:00:00,27.0,1008.8,7.73,207.76
2019-07-21 09:00:00,27.68,1009.0,9.69,201.8
2019-07-21 10:00:00,27.59,1008.8,11.11,204.9
2019-07-21 11:00:00,27.77,1008.4,11.59,205.77
2019-07-21 12:00:00,27.95,1008.0,11.3,202.48
2019-07-21 13:00:00,28.0,1007.6,10.97,203.2
2019-07-21 14:00:00,28.06,1007.4,10.64,203.96
2019-07-21 15:00:00,28.07,1007.4,9.5,204.62
2019-07-21 16:00:00,28.12,1006.8,8.85,206.57
2019-07-21 17:00:00,28.18,1006.6,8.05,206.57
2019-07-21 18:00:00,27.81,1007.1,5.8,209.74
2019-07-21 19:00:00,29.16,1006.5,5.24,285.95
2019-07-21 20:00:00,28.7,1008.0,3.22,296.57
2019-07-21 21:00:00,28.25,1008.5,1.94,291.8
2019-07-21 22:00:00,27.79,1009.0,1.48,284.04
2019-07-21 23:00:00,27.26,1008.8,1.44,270.0
2019-07-22 00:00:00,26.74,1008.5,1.8,270.0
2019-07-22 01:00:00,26.23,1007.8,2.52,270.0
2019-07-22 02:00:00,25.74,1007.2,3.24,270.0
2019-07-22 03:00:00,25.43,1007.7,3.6,270.0
2019-07-22 04:00:00,25.08,1007.4,3.62,275.71
2019-07-22 05:00:00,24.81,1007.4,3.42,288.43
2019-07-22 06:00:00,24.82,1007.7,2.62,285.95
2019-07-22 07:00:00,26.71,1008.0,5.48,246.8
2019-07-22 08:00:00,27.12,1008.5,10.0,239.74
2019-07-22 09:00:00,27.54,1008.8,12.68,235.41
2019-07-22 10:00:00,27.74,1008.8,13.55,230.39
2019-07-22 11:00:00,27.86,1008.6,13.61,232.52
2019-07-22 12:00:00,27.85,1007.7,13.1,232.82
2019-07-22 13:00:00,27.84,1007.0,12.39,234.46
2019-07-22 14:00:00,27.87,1006.6,11.18,236.82
2019-07-22 15:00:00,27.87,1006.3,10.46,243.43
2019-07-22 16:00:00,27.67,1006.2,9.36,247.38
2019-07-22 17:00:00,28.15,1006.4,7.97,251.57
2019-07-22 18:00:00,27.1,1007.0,5.15,257.91
2019-07-22 19:00:00,28.18,1007.6,6.41,308.16
2019-07-22 20:00:00,27.86,1008.5,5.09,315.0
2019-07-22 21:00:00,27.56,1008.8,3.56,315.0
2019-07-22 22:00:00,27.29,1008.8,2.41,296.57
2019-07-22 23:00:00,27.02,1008.8,1.94,291.8
2019-07-23 00:00:00,26.58,1008.5,2.62,285.95
2019-07-23 01:00:00,26.11,1007.8,3.67,281.31
2019-07-23 02:00:00,25.57,1006.1,4.1,285.26
2019-07-23 03:00:00,25.18,1005.9,3.76,286.7
2019-07-23 04:00:00,24.81,1005.8,3.08,290.56
2019-07-23 05:00:00,24.65,1006.3,1.94,291.8
2019-07-23 06:00:00,24.72,1006.7,0.8,333.43
2019-07-23 07:00:00,26.83,1007.0,1.84,258.69
2019-07-23 08:00:00,27.45,1008.3,5.51,258.69
2019-07-23 09:00:00,29.15,1008.5,7.07,255.26
2019-07-23 10:00:00,31.15,1007.2,10.04,255.47
2019-07-23 11:00:00,33.47,1005.3,14.59,254.25
2019-07-23 12:00:00,34.26,1005.0,16.66,263.8
2019-07-23 13:00:00,31.7,1006.2,12.6,270.0
2019-07-23 14:00:00,31.14,1006.2,10.45,268.03
2019-07-23 15:00:00,30.79,1006.1,9.11,260.91
2019-07-23 16:00:00,29.99,1006.3,8.05,243.43
2019-07-23 17:00:00,29.76,1006.1,8.4,239.04
2019-07-23 18:00:00,28.41,1006.8,7.7,232.59
2019-07-23 19:00:00,27.24,1007.9,8.44,230.19
2019-07-23 20:00:00,26.67,1008.2,3.32,229.4
2019-07-23 21:00:00,26.54,1008.2,0.72,90.0
2019-07-23 22:00:00,26.31,1008.4,3.32,167.47
2019-07-23 23:00:00,26.0,1008.7,5.45,187.59
2019-07-24 00:00:00,26.29,1008.8,6.83,198.43
2019-07-24 01:00:00,26.29,1008.7,8.4,210.96
2019-07-24 02:00:00,25.79,1008.1,9.29,215.54
2019-07-24 03:00:00,25.42,1007.7,8.44,219.81
2019-07-24 04:00:00,25.16,1007.0,7.99,215.84
2019-07-24 05:00:00,24.9,1007.1,6.3,210.96
2019-07-24 06:00:00,25.24,1007.9,5.96,205.02
2019-07-24 07:00:00,27.37,1008.5,9.22,218.66
2019-07-24 08:00:00,28.08,1009.1,5.48,293.2
2019-07-24 09:00:00,28.5,1009.3,8.29,272.49
2019-07-24 10:00:00,29.13,1008.9,12.37,261.63
2019-07-24 11:00:00,29.31,1008.6,14.24,253.86
2019-07-24 12:00:00,29.72,1008.4,13.91,248.75
2019-07-24 13:00:00,30.61,1007.9,14.17,242.78
2019-07-24 14:00:00,30.38,1007.5,13.28,237.17
2019-07-24 15:00:00,29.86,1007.7,12.48,236.77
2019-07-24 16:00:00,29.32,1007.5,10.38,236.31
2019-07-24 17:00:00,29.11,1007.5,10.09,235.18
2019-07-24 18:00:00,28.03,1008.5,8.09,237.72
2019-07-24 19:00:00,27.26,1009.5,6.79,237.99
2019-07-24 20:00:00,26.7,1009.6,10.46,266.05
2019-07-24 21:00:00,26.58,1010.0,12.61,271.64
2019-07-24 22:00:00,26.38,1011.1,14.04,271.47
2019-07-24 23:00:00,26.0,1011.7,14.51,277.13
2019-07-25 00:00:00,25.56,1011.4,13.63,282.2
2019-07-25 01:00:00,24.93,1011.0,13.1,290.92
2019-07-25 02:00:00,24.52,1010.5,11.79,301.26
2019-07-25 03:00:00,24.27,1009.8,9.42,313.45
2019-07-25 04:00:00,24.11,1009.5,6.61,330.64
2019-07-25 05:00:00,23.96,1009.4,4.9,342.9
2019-07-25 06:00:00,23.97,1009.6,4.38,350.54
2019-07-25 07:00:00,24.93,1010.2,5.09,351.87
2019-07-25 08:00:00,26.53,1011.1,3.6,306.87
2019-07-25 09:00:00,28.43,1011.6,7.75,291.8
2019-07-25 10:00:00,30.48,1011.7,12.14,281.98
2019-07-25 11:00:00,32.05,1010.8,15.63,277.94
2019-07-25 12:00:00,30.76,1010.2,16.34,277.59
2019-07-25 13:00:00,32.31,1009.2,17.23,280.84
2019-07-25 14:00:00,32.54,1008.5,17.42,288.06
2019-07-25 15:00:00,32.49,1008.4,15.79,294.23
2019-07-25 16:00:00,32.17,1008.4,15.0,300.26
2019-07-25 17:00:00,31.51,1008.1,12.89,305.91
2019-07-25 18:00:00,30.28,1008.7,8.67,311.63
2019-07-25 19:00:00,29.07,1009.3,5.86,317.49
2019-07-25 20:00:00,27.7,1010.1,10.16,247.07
2019-07-25 21:00:00,26.48,1010.6,7.75,248.2
2019-07-25 22:00:00,25.32,1011.4,5.51,258.69
2019-07-25 23:00:00,24.45,1011.2,4.1,285.26
2019-07-26 00:00:00,24.34,1010.9,4.39,304.99
2019-07-26 01:00:00,24.18,1010.2,4.39,325.01
2019-07-26 02:00:00,24.0,1009.9,5.0,329.74
2019-07-26 03:00:00,23.9,1009.3,5.63,333.43
2019-07-26 04:00:00,23.79,1009.0,5.5,328.39
2019-07-26 05:00:00,23.7,1009.1,5.8,330.26
2019-07-26 06:00:00,23.83,1009.5,6.49,340.56
2019-07-26 07:00:00,25.72,1009.7,10.14,343.5
2019-07-26 08:00:00,27.46,1010.2,13.04,353.66
2019-07-26 09:00:00,29.08,1010.1,14.84,345.96
2019-07-26 10:00:00,30.96,1010.0,16.78,337.29
2019-07-26 11:00:00,32.54,1009.1,17.29,328.63
2019-07-26 12:00:00,33.52,1008.5,17.21,322.65
2019-07-26 13:00:00,34.14,1007.1,17.57,315.83
2019-07-26 14:00:00,33.12,1006.8,15.86,309.47
2019-07-26 15:00:00,32.26,1006.3,12.48,303.23
2019-07-26 16:00:00,31.49,1006.8,9.02,298.61
2019-07-26 17:00:00,30.49,1007.0,4.35,294.44
2019-07-26 18:00:00,29.77,1007.3,2.19,279.46
2019-07-26 19:00:00,29.09,1008.0,2.16,270.0
2019-07-26 20:00:00,28.01,1008.7,6.52,263.66
2019-07-26 21:00:00,27.01,1009.4,5.09,278.13
2019-07-26 22:00:00,26.2,1009.9,4.55,288.43
2019-07-26 23:00:00,25.63,1009.8,3.96,270.0
2019-07-27 00:00:00,25.36,1009.0,3.88,248.2
2019-07-27 01:00:00,25.07,1008.3,4.2,239.04
2019-07-27 02:00:00,24.87,1007.9,3.89,236.31
2019-07-27 03:00:00,24.7,1007.3,3.42,251.57
2019-07-27 04:00:00,24.57,1007.3,2.9,262.87
2019-07-27 05:00:00,24.48,1007.2,2.52,270.0
2019-07-27 06:00:00,24.63,1007.5,2.16,270.0
2019-07-27 07:00:00,26.6,1008.3,4.9,252.9
2019-07-27 08:00:00,28.53,1009.2,8.65,286.93
2019-07-27 09:00:00,28.85,1009.3,13.85,294.57
2019-07-27 10:00:00,30.48,1008.1,18.58,291.6
2019-07-27 11:00:00,32.46,1007.4,19.13,281.94
2019-07-27 12:00:00,30.41,1007.7,16.66,276.2
2019-07-27 13:00:00,29.66,1008.0,16.56,270.0
2019-07-27 14:00:00,29.13,1007.6,16.62,265.03
2019-07-27 15:00:00,28.9,1007.5,16.75,261.35
2019-07-27 16:00:00,29.95,1007.0,16.17,258.44
2019-07-27 17:00:00,29.39,1007.0,13.28,257.47
2019-07-27 18:00:00,28.37,1007.6,10.04,255.47
2019-07-27 19:00:00,27.89,1008.6,7.86,254.05
2019-07-27 20:00:00,27.08,1008.8,5.32,298.3
2019-07-27 21:00:00,26.28,1009.2,5.9,322.43
2019-07-27 22:00:00,25.7,1009.4,5.19,326.31
2019-07-27 23:00:00,25.36,1009.3,3.1,324.46
2019-07-28 00:00:00,25.02,1008.2,0.36,270.0
2019-07-28 01:00:00,24.85,1007.7,1.08,180.0
2019-07-28 02:00:00,24.76,1007.5,1.8,180.0
2019-07-28 03:00:00,24.73,1007.4,2.16,180.0
2019-07-28 04:00:00,24.64,1007.2,3.32,167.47
2019-07-28 05:00:00,24.46,1007.4,4.1,164.74
2019-07-28 06:00:00,24.39,1008.3,4.38,170.54
2019-07-28 07:00:00,26.62,1009.4,8.22,208.81
2019-07-28 08:00:00,28.48,1009.4,8.76,260.54
2019-07-28 09:00:00,29.87,1008.9,14.15,262.69
2019-07-28 10:00:00,31.18,1008.4,17.11,261.53
2019-07-28 11:00:00,32.3,1008.0,16.87,258.93
2019-07-28 12:00:00,33.02,1007.5,16.97,252.72
2019-07-28 13:00:00,32.4,1007.3,16.6,245.66
2019-07-28 14:00:00,31.89,1007.4,16.61,240.1
2019-07-28 15:00:00,31.29,1007.5,16.38,236.66
2019-07-28 16:00:00,31.52,1007.2,17.48,237.62
2019-07-28 17:00:00,30.62,1007.0,17.17,236.98
2019-07-28 18:00:00,29.12,1007.7,13.71,240.07
2019-07-28 19:00:00,27.53,1008.7,10.0,239.74
2019-07-28 20:00:00,26.45,1009.5,7.79,236.31
2019-07-28 21:00:00,25.78,1009.9,6.49,236.31
2019-07-28 22:00:00,25.36,1009.9,6.3,239.04
2019-07-28 23:00:00,25.09,1009.6,4.84,228.01
2019-07-29 00:00:00,24.96,1008.8,3.55,203.96
2019-07-29 01:00:00,24.84,1008.3,3.96,180.0
2019-07-29 02:00:00,24.72,1008.2,4.32,180.0
2019-07-29 03:00:00,24.61,1008.2,4.68,180.0
2019-07-29 04:00:00,24.52,1008.2,5.05,184.09
2019-07-29 05:00:00,24.4,1008.1,5.45,187.59
2019-07-29 06:00:00,24.54,1008.5,5.15,192.09
2019-07-29 07:00:00,26.4,1009.4,6.41,218.16
2019-07-29 08:00:00,28.37,1010.1,12.6,233.13
2019-07-29 09:00:00,28.38,1010.4,18.89,239.04
2019-07-29 10:00:00,30.12,1009.9,21.1,244.75
2019-07-29 11:00:00,31.11,1009.1,20.86,248.75
2019-07-29 12:00:00,29.72,1008.4,20.49,251.57
2019-07-29 13:00:00,30.15,1007.6,20.62,253.78
2019-07-29 14:00:00,29.73,1006.8,19.48,253.91
2019-07-29 15:00:00,29.01,1007.1,18.25,255.14
2019-07-29 16:00:00,28.24,1007.5,16.1,259.7
2019-07-29 17:00:00,28.2,1007.8,15.33,260.54
2019-07-29 18:00:00,26.99,1008.2,11.61,262.87
2019-07-29 19:00:00,26.01,1008.5,8.28,270.0
2019-07-29 20:00:00,25.78,1009.1,6.48,270.0
2019-07-29 21:00:00,25.41,1009.4,5.8,262.87
2019-07-29 22:00:00,25.22,1009.3,5.24,254.05
2019-07-29 23:00:00,25.0,1009.4,5.63,243.43
2019-07-30 00:00:00,24.69,1009.9,16.85,250.02
2019-07-30 01:00:00,24.41,1009.1,14.24,249.27
2019-07-30 02:00:00,24.18,1007.8,11.17,249.23
2019-07-30 03:00:00,24.04,1007.6,8.43,250.02
2019-07-30 04:00:00,23.85,1007.3,5.94,255.96
2019-07-30 05:00:00,23.75,1007.7,5.04,270.0
2019-07-30 06:00:00,23.74,1008.0,5.04,270.0
2019-07-30 07:00:00,24.46,1008.5,5.8,262.87
2019-07-30 08:00:00,25.4,1009.3,8.47,257.74
2019-07-30 09:00:00,26.34,1009.3,9.69,254.93
2019-07-30 10:00:00,27.44,1008.8,12.31,254.74
2019-07-30 11:00:00,28.5,1007.7,14.24,249.27
2019-07-30 12:00:00,29.17,1006.9,15.94,244.59
2019-07-30 13:00:00,29.44,1006.2,18.2,245.46
2019-07-30 14:00:00,29.68,1005.7,20.47,246.14
2019-07-30 15:00:00,29.51,1005.5,20.27,250.28
2019-07-30 16:00:00,29.05,1005.7,17.81,255.96
2019-07-30 17:00:00,28.6,1005.7,15.75,259.46
2019-07-30 18:00:00,27.86,1006.4,13.14,260.54
2019-07-30 19:00:00,27.21,1006.7,9.18,221.82
2019-07-30 20:00:00,26.71,1007.8,9.45,220.36
2019-07-30 21:00:00,26.39,1008.2,10.2,222.14
2019-07-30 22:00:00,26.01,1007.9,11.97,226.22
2019-07-30 23:00:00,25.73,1007.6,13.76,227.12
2019-07-31 00:00:00,25.57,1007.5,14.53,228.01
2019-07-31 01:00:00,25.35,1007.0,14.9,232.85
2019-07-31 02:00:00,25.08,1005.9,14.58,237.09
2019-07-31 03:00:00,24.98,1005.9,14.08,237.53
2019-07-31 04:00:00,24.85,1005.8,12.59,239.04
2019-07-31 05:00:00,24.77,1006.1,12.73,241.26
2019-07-31 06:00:00,24.72,1006.5,13.22,240.64
2019-07-31 07:00:00,25.35,1006.8,15.63,241.07
2019-07-31 08:00:00,26.45,1007.1,18.84,243.92
2019-07-31 09:00:00,27.62,1007.7,20.52,248.39
2019-07-31 10:00:00,29.04,1007.4,22.21,253.03
2019-07-31 11:00:00,30.39,1006.6,26.11,254.81
2019-07-31 12:00:00,31.61,1006.0,27.33,257.06
2019-07-31 13:00:00,32.13,1005.3,28.55,256.14
2019-07-31 14:00:00,32.08,1004.7,28.29,255.26
2019-07-31 15:00:00,31.68,1004.8,27.79,253.44
2019-07-31 16:00:00,29.97,1005.1,25.62,252.84
2019-07-31 17:00:00,29.72,1005.2,24.7,251.3
2019-07-31 18:00:00,28.32,1006.4,21.75,250.67
2019-07-31 19:00:00,27.6,1006.9,10.88,235.78
2019-07-31 20:00:00,27.03,1007.5,10.7,227.73
2019-07-31 21:00:00,26.53,1007.7,12.23,227.39
2019-07-31 22:00:00,26.07,1007.9,13.32,231.58
2019-07-31 23:00:00,25.79,1007.9,14.28,236.31
2019-08-01 00:00:00,25.6,1007.6,15.0,239.74
2019-08-01 01:00:00,25.4,1007.3,14.83,240.95
2019-08-01 02:00:00,25.18,1006.2,14.83,240.95
2019-08-01 03:00:00,25.09,1006.5,14.02,240.8
2019-08-01 04:00:00,24.88,1006.5,13.22,240.64
2019-08-01 05:00:00,24.49,1007.3,11.3,239.35
2019-08-01 06:00:00,24.43,1007.4,10.99,238.39
2019-08-01 07:00:00,26.42,1007.9,15.19,238.57
2019-08-01 08:00:00,27.78,1008.3,19.34,241.05
2019-08-01 09:00:00,28.45,1008.5,24.32,244.57
2019-08-01 10:00:00,29.0,1008.3,25.77,245.22
2019-08-01 11:00:00,29.16,1008.1,25.62,245.96
2019-08-01 12:00:00,29.01,1007.6,24.49,245.7
2019-08-01 13:00:00,29.21,1006.8,23.84,244.98
2019-08-01 14:00:00,28.8,1006.2,23.67,243.82
2019-08-01 15:00:00,28.48,1005.9,22.54,243.43
2019-08-01 16:00:00,28.15,1006.0,20.93,243.43
2019-08-01 17:00:00,28.44,1005.9,20.12,243.43
2019-08-01 18:00:00,27.11,1007.2,16.42,244.0
2019-08-01 19:00:00,28.44,1007.4,15.63,241.07
2019-08-01 20:00:00,27.62,1007.9,15.19,238.57
2019-08-01 21:00:00,27.11,1008.6,14.88,237.85
2019-08-01 22:00:00,26.64,1009.1,14.08,237.53
2019-08-01 23:00:00,26.3,1009.1,13.78,236.73
2019-08-02 00:00:00,25.89,1008.6,14.08,237.53
2019-08-02 01:00:00,26.13,1007.9,14.08,237.53
2019-08-02 02:00:00,25.81,1006.8,13.28,237.17
2019-08-02 03:00:00,25.72,1007.0,12.39,234.46
2019-08-02 04:00:00,25.51,1007.1,11.38,235.3
2019-08-02 05:00:00,24.92,1007.8,10.38,236.31
2019-08-02 06:00:00,24.77,1007.7,9.69,238.67
2019-08-02 07:00:00,26.84,1007.8,13.4,239.3
2019-08-02 08:00:00,27.58,1008.2,16.58,242.88
2019-08-02 09:00:00,27.89,1008.5,17.87,242.4
2019-08-02 10:00:00,28.03,1008.4,18.22,240.4
2019-08-02 11:00:00,28.15,1008.0,19.2,239.59
2019-08-02 12:00:00,28.13,1007.4,20.01,239.74
2019-08-02 13:00:00,28.09,1006.6,21.12,240.38
2019-08-02 14:00:00,27.89,1005.6,21.92,240.49
2019-08-02 15:00:00,27.63,1005.4,20.32,240.26
2019-08-02 16:00:00,27.36,1005.3,19.69,239.22
2019-08-02 17:00:00,27.7,1005.9,18.09,238.84
2019-08-02 18:00:00,27.03,1006.7,15.19,238.57
2019-08-02 19:00:00,28.04,1008.3,15.46,245.22
2019-08-02 20:00:00,27.67,1009.1,14.81,244.06
2019-08-02 21:00:00,27.09,1009.3,13.85,245.43
2019-08-02 22:00:00,26.54,1009.6,12.56,242.7
2019-08-02 23:00:00,26.33,1009.7,11.92,241.11
2019-08-03 00:00:00,26.09,1009.2,12.24,241.93
2019-08-03 01:00:00,25.83,1008.1,12.4,244.18
2019-08-03 02:00:00,25.51,1006.8,12.9,247.01
2019-08-03 03:00:00,25.27,1006.8,12.98,250.56
2019-08-03 04:00:00,25.14,1007.2,12.76,253.61
2019-08-03 05:00:00,25.1,1007.8,12.52,251.57
